id,text,label
95256,"ЕДДС предназначена для приема сообщений об авариях, пожарах, катастрофах, стихийных бедствиях и других чрезвычайных происшествиях, которые могут повлечь или повлекли за собой человеческие жертвы, ущерб здоровью людей и окружающей среде, значительные потери и нарушение условий жизнедеятельности людей, оперативного управления приведением в готовность аварийно-спасательных формирований сил постоянной готовности районного звена территориальной подсистемы Кировской области единой государственной системы предупреждения и ликвидации чрезвычайных ситуаций (РСЧС), организации выполнения первоочередных мероприятий по локализации и ликвидации чрезвычайных ситуаций, координации совместных действий ведомственных дежурно-диспетчерских служб в различных режимах функционирования районного звена РСЧС.",0
95257,"Самолет, следовавший в Москву на дозаправку и вынужденный совершить посадку после отказа одной из машин во время посадки с выключенным двигателем (в результате чего самолет загорелся), не смог вернуться обратно.  После этого он был отправлен за пределы территории России"". 

 В Москве пройдет акция ""Ночь музеев"" – День открытых дверей для всех желающих посетить музеи столицы! 28 апреля 2013 г., начало мероприятий: 14-00 Начало регистрации участников мероприятия 12 мая 2012г.: 15 -30 Регистрация экскурсионных групп 10 Мая 13 часов 00 минут Открытие выставки картин художника Владимира Шадра о жизни города Москвы 11 июня 17 час 30 мин открытие экспозиции работ художников Сергея Андрияки, Андрея Бильжо... подробнее →. 18 июля 16 часа 20 мс по московскому времени состоится пресс конференция посвященная открытию проекта Музея истории религии Музейного центра имени Александра Солженицына 19 августа 21ч 35мин торжественное закрытие акции 22 октября 2011 года — день закрытия музея 24 декабря 2010года— дата начала работы нового здания ММЦ им А С Пушкина 29 января 2014 год музей будет открыт до 25 февраля 2015... далее >>> Выставка произведений живописи Ильи Глазунова открылась сегодня вечером....далее>> Подробнее """"""""'<p style=""text–align : center;"">Вход бесплатный!!! [...] Далее > <img src=http://s01920/...✂ a5/i4dfb3a2_1176x148e74069347537467824290 alt /media borderline width 2% height 3%.jPEG title = 'Выставка ИЗО ГРАФИКАЛЬНЫХ РАБОТ ПЕЧАТАЛСЯ ДОРОЖЕ ДРУГИХ УСТАНОВОК ИЗДАНИЙ ПО РЕКЛАМЕ МУЗЕЙНОГО ЦЕНТР РОССИИ ОСТАЁТСЯ БЕСПОКОИТЬ КИНОРЕЖУЩЕГО ИНФОРМАТОПИСЬМО НАШИМИ ПРЕДПРИИМЧИЦА",1
95258,"Хоккеисты сборной России с победы начали свое выступление на первом этапе Евротура – ""Кубке Ческе Пойиштовны"". В вынесенном матче в Линчепинге подопечные Вячеслава Быкова добились победы над олимпийскими чемпионами хоккеистами Швеции. В основное время матча была зафиксирована ничья 3:3, а в серии буллитов точнее были россияне. По ходу матча ""Тре Крунур"" трижды выходила вперед, но трижды сборная России сравнивала счет. Шведы повели уже на третьей минуте первого периода, когда Юхан Давидссон воспользовался неразберихой в зоне российской команды и протолкнул шайбу в ворота Александра Еременко. Команда Вячеслава Быкова отыгралась на 16-й минуте – после передачи Алексея Морозова отличился его партнер по ""Ак Барсу"" Сергей Зиновьев. Стоит отметить, что оба игрока были кандидатами на участие в Олимпиаде-2006 в Турине, однако по решению тогдашнего главного тренера команды Владимира Крикунова в заявку сборной не попали. Через две минуты хозяева вновь вышли вперед, реализовав преимущество в двух лишних игроков. В этот момент цели достиг бросок Антона Стрельмана. Однако еще через две минуты численное преимущество усилиями Алексея Морозова реализовала уже сборная России. Во втором периоде была заброшена только одна шайба. На 39-й минуте подопечные Бенгта-Оке Густафссона вновь поразили ворота Еременко в тот момент, когда имели на двух игроков больше. На сей раз ""Тре Крунур"" вывели на бросок в упор Кенни Йенссона. Стоит отметить, что в этом периоде травму получил капитан сборной России Максим Сушинский, который до окончания матча на площадке не появился. В третьем периоде российской сборной удалось уйти от поражения. В самом начале двадцатиминутки Алексей Морозов удачно сыграли на добивании после броска Ильи Никулина. До финальной сирены счет не изменился, и по регламенту Евротура для определения победителя понадобилось провести серию буллитов, в которой сборная России была точнее. У нашей команды два броска забросил Алексей Морозов и один раз отличился Николай Кулемин, а у шведов были точны Юхан Давидссон и Стефан Петтерссон. В другом матче первого круга ""Кубка Ческе Пойиштовны"" сборная Чехии на своей площадке обыграла команду Финляндии также по буллитам. 2 сентября сборная России будет играть с финнами, а 3 сентября – с чехами. Обе встречи в прямом эфире покажет телеканал ""НТВ+ Спорт"".",0
95259,"Петр ясно сознавал, что в случае его отказа от сотрудничества с немцами будет иметь дело со Сталиным. В то же время он знал и не хотел этого понимать: Сталин — единственный человек во всем мире (кроме Гитлера) который мог ему помочь на войне; только благодаря Сталину Петр может остаться жив после того как погибнет Германия».
«Я был уверен тогда еще более глубоко убежден впоследствии… Я видел Сталина каждый день перед глазами…» «Он стоял у окна своего кабинета за письменными столами или возле письменного стола по несколько раз ежедневно» [19]. А вот слова одного из руководителей германской разведки Рихарда Зорге о том времени[22] : «…",1
95260,"В рамках мониторинга достижение конкретных результатов в сфере образования за 2013 год составило 4,5%. За отчетный период на обучение по программе ""Образование"" было направлено 1 690 000 рублей (в 2012 году – 3 920 500 руб.), что позволило улучшить показатели общего уровня общеобразовательных учреждений. 
 По итогам 2014 года общее количество учащихся школ с углубленным изучением английского языка увеличилось более чем вдвое и достигло 10 тыс., а число иностранных граждан выросло почти втрое: до 11 тысяч человек соответственно (+450). [1] В целом же доля иностранного населения увеличилась примерно",1
95261,"Запасные и резервные части (войска), в России, предназначенные для обучения (подготовки) личного и конского состава и пополнения некомплекта частей действующей армии появились в начале XIX веке. В октябре 1808 года были сформированы первые запасные рекрутские депо, которые стали готовить военнослужащих для пополнение инфантерии (пехоты). В январе 1811 года учреждены артиллерийские запасные рекрутские депо (с марта этого же года пехотные и артиллерийские запасные рекрутские депо переименованы в рекрутские депо). К середине 1812 года все рекрутские депо были ликвидированы, а их состав пошел на доукомплектование частей действующей армии ВС России.",0
95262,"Смелое учение А. Фомы, которое не только опровергло все догматы христианства и в корне изменило его понимание мира; оно было также направлено на то чтобы изменить сознание человека как такового путем изменения отношения",1
95263,"С конца прошлой недели в Москве, на территории Центрального выставочного комплекса ""Экспоцентр"" проходит международная специализированная выставка MIPS-2016.  В этом году ее тема — безопасность и защита информации: как защитить информацию от несанкционированного доступа? 

 Свежие новости о работе сайта! - Новости для родителей (в т ч про детей) || http://www.detiokamnyaitemiruhimyihotvoreniyamiiakhkompleksa2/posts1176609005337_424370488#comments #topic12140302999http%EFECTORYROUTES=facebook &nbsp;@DETIAKAMNHAITEMIRУ нас появилась возможность добавить новый раздел с нашими новостями!!!&lt;&#1055;. : [[Фотографии из архива]].jPg 1\200' \textwidth=""600 px"";}-->Новости нашего проекта по созданию детского альбома 'Вместе весело шагать'.Все фотографии кликабельны до размера 600 кб или выше..Вы можете посмотреть другие наши альбомы здесь...(нажав сюда!)На нашем сайте вы всегда найдете новые идеи оформления детских фотографий!Приглашаем вас присоединиться ко всему нашему коллективу творческих людей!...Мы будем рады всем вашим предложениям....И мы обязательно найдем решение ваших задач вместе......Для того чтобы сделать наш сайт более интересным предлагаем вам воспользоваться поиском картинок, который поможет быстро найти нужную фотографию.....А также можно использовать нашу систему поиска изображений...ПРИЯТНОГО АППЕТИТАМ И РЕКОМЕНДУЕМЫХ ФОТОГРАФАМ!!!..ДЛЯ ВСЕГО НАШЕЙ ИНТЕРЕСНЕЙШИНИИ ПО РАБОТЕ САЛОНА ДРУЗЬЕВ!!!***Наш сервис работает 24 часа 7 дней без выходных....Наши сотрудники помогут Вам создать Ваш личный детский фотоальбом",1
95264,"Об этом знало множество людей и, как правило в это не верили.
В общем-то я думаю так: ""Я же говорю - нет"". Я считаю что если человек верит во все религии то у него есть шанс на будущее (если верить им), а значит он может получить желаемое или быть счастливым... Но вот только для того кто знает какой путь ему выбрать.... В любом случае лучше доверять людям чем надеяться лишь себе самому! И тогда можно рассчитывать именно себя самого!!! А вообще нужно понимать свою цель!!!! Если ты хочешь добиться чего либо тебе придется приложить много усилий чтобы достичь этого!!! Это конечно очень трудно но зато реально!! Удачи вам",1
95265,особенно понравился прошлогодний квест протащи ОДНА через весь универ 600+ медицинских масок и заставь всех подписать ведомость,0
95266,"Болезнь Паркинсона, как правило развивается у людей с ослабленным иммунитетом. В большинстве случаев заболевание протекает бессимптомно или не проявляется клиническими признаками (например: боли в мышцах и суставах). 
 Болезни почек – одна из самых распространенных причин почечной недостаточности среди пациентов пожилого возраста по причине нарушения функции поджелудочной железы.Воспаление почки сопровождается образованием камней различного размера, а также нарушением обмена веществ во внутренних органах человека при нарушении функций надпочечниковых железистой оболочки мочеточника;при хроническом воспалении может развиться воспаление почки на фоне острого воспаления мочевого пузыря ;заб",1
95267,"По устланной ковром дорожке они вышли из зала.
— Ты не знаешь, как он попал сюда? — спросила она у своего мужа и посмотрела ему прямо в глаза: - Ты думаешь… Он мог",1
95268,"Агрегатное состояние манги, как и у всех аниме-сериалов. 

 ""Голодные игры"" (1967) - фантастический триллер режиссёра Хаяо Миядзаки о жизни в городе будущего на фоне глобального экономического кризиса 2008 года с элементами боевика от создателей сериала Netflix. Действие происходит во времена правления Великого Индианы Джонса — главного злодея фильма ужасов « Голодная игра 2», а также его предшественника Тима Бертона, который после выхода третьего сезона стал главой государства для своего отца Джона Кеннеди(Джон Сноу). Главный герой этого мультфильма является самым популярным героем мультгероя",1
95269,"Среди водных ресурсов Аргентины главная водная артерия страны — река Амазонка. На территории этой республики расположены крупнейшие озёра, самые крупные реки мира: Игуасу и Рио-Гранде; также здесь произрастает более 2000 видов растений из тропических лесов Южной Америки (наряду с бананами). В прибрежных водах обитают около 300 различных морских млекопитающих как крупных таки мелких форм рыбного промысла в реках бассейна Атлантического океана между Аргентиной на западе США до Мексики южнее Рио Гранды к востоку от Буэнос Айреса по направлению Мексиканского залива. Крупнейшие города штата Артигас находятся",1
95270,"республиканского бюджета на 2020 год и плановый период 2021-2022 годов""
Субсидии российским организациям в целях возмещения части затрат, связанных с уплатой процентов по кредитам (займам) российских организаций - участников соглашений о разделе продукции для финансирования расходов за счет средств федерального центра. Субъекты Российской Федерации определяют перечень таких субъектов самостоятельно при утверждении соответствующего соглашения об условиях предоставления субсидий из бюджетов соответствующих уровней бюджетной системы России субъектам указанных Соглашений; порядок расчета размера указанной компенсации утверждается Правительством РФ до 1 июля текущего финансового года <*>",1
95271,"В соответствии с Законом об инвестиционной деятельности и Постановлением Правительства Республики Ингушетия № 138 от 12 мая 2003 года «Об утверждении положения о порядке выдачи инвесторам свидетельства соответствия статусу организации, осуществляющей инвестиционную деятельность на территории Республики Ингушетия, заключения и реализации инвестиционных договоров», каждый предприниматель, вкладывающий финансовые средства на территории Республики Ингушетия в промышленную сферу, рыбное и лесное хозяйство на сумму свыше 500 тыс. рублей имеет право получить свидетельство соответствия организации, осуществляющей инвестиционную деятельность на территории Республики Ингушетия.",0
95272,"Для укрепления доходной части бюджета была проведена большая работа по налаживанию и совершенствованию администрирования неналоговых доходов местных бюджетов, включая разработку и принятие соответствующей нормативно-правовой базы, координацию взаимодействия в данном направлении с органами Федерального казначейства, полноты учета налогоплательщиков, в том числе осуществляющих деятельность через обособленные подразделения, привлечение на территорию района перспективных налогоплательщиков, в частности путем разработки механизмов стимулирования деятельности, а также путем индивидуальной работы с крупными налогоплательщиками на предмет сохранения и расширения их присутствия (осуществления деятельности) на территории района.",0
95273,"Россияне в первый раз столкнулись с проблемой выбора между Россией и Европой 
 В России уже давно сложилась традиция выбирать, какой из вариантов предпочтительнее. Но не все так просто...В первую очередь это связано со сложностью отношений двух государств: Европы (и США) — к сожалению для большинства россиян они остаются на уровне полумифических ""плюшек"".Но есть одна особенность российского общества - у многих людей она вызывает чувство тревоги за будущее страны!И вот почему именно сейчас россияне стали задумываться о будущем своей родины – Украины?А ведь многие люди даже до сих пор толком ничего об этом сказать по-настоящему боятся!!!Не зря же говорят:""Мы выбира",1
95274,универ захотел нас порадовать во время дистанционки и собирается оплатить подписку на нетфликс/ороро.тв/окко,0
95275,"КИЕВ, 23 марта. /ТАСС/. Бывшая правящая на Украине Партия регионов подтвердила гибель младшего сына экс-президента страны Виктора Януковича.n""20 марта трагически оборвалась жизнь нашего коллеги, бывшего народного депутата Украины от Партии регионов, одного из самых молодых представителей депутатского корпуса в Верховной раде V - VI созывов Виктора Викторовича Януковича. В момент гибели ему было всего 33 года"", - говорится в сообщении пресс-службы партии.nРуководство партии высказало в этой связи искренние соболезнования родителям Виктора Януковича, его вдове Ольге и сыну Илье.nВместе с тем, в сообщении партии ничего не говорится об обстоятельствах гибели Виктора Януковича-младшего. В минувшее воскресенье украинские СМИ со ссылкой на источники сообщили, что Виктор Янукович-младший погиб в пятницу в результате несчастного случая на Байкале. Микроавтобус, в котором он находился, ушел под лед. В ответ на обращение журналистов в региональное отделение МЧС РФ его представитель подтвердил, что 20 марта на Байкале в районе мыса Хобой действительно произошло ЧП, в результате которого погиб водитель микроавтобуса, пять пассажиров были спасены. Однако, по словам представителя МЧС, среди них не было человека по фамилии Янукович. По документам погибший значился как Виктор Алексеевич Давыдов, 1981 года рождения.nВиктор Викторович Янукович - младший сын экс-президента Украины. Был народным депутатом Верховной рады V и VI созывов от Партии регионов, а в 2010 году стал почетным президентом украинской молодежной общественной политической организации ""Молодые регионы"". Также он был мастером спорта в категории автоспорт. В 2012 году стал вице-президентом Федерации автомобилистов Украины, затем ее возглавил.",0
95276,"Вот почему такое огромное впечатление производят Крымский парк в Алупке, устраивавшийся Воронцовым, и выборгский парк ""Мон репо"" (""Мое отдохновение"") в типично русском имении баронов Николай.",0
95277,"Программа устанавливает перечень мероприятий (инвестиционных проектов) по проектированию, строительству, реконструкции объектов социальной инфраструктуры поселения, которые предусмотрены государственными и муниципальными программами, стратегией социально-экономического развития муниципального образования и планом мероприятий по реализации стратегии социально-экономического развития муниципального образования (при наличии данных стратегии и плана), планом и программой комплексного социально-экономического развития поселения, договорами о развитии застроенных территорий, договорами о комплексном освоении территорий, иными инвестиционными программами и договорами, предусматривающими обязательства застройщиков по завершению в установленные сроки мероприятий по проектированию, строительству, реконструкции объектов социальной инфраструктуры.",0
95278,"В соответствии с Федеральным законом от 06.10.2003 г. №131-ФЗ «Об общих принципах организации местного самоуправления в Российской Федерации», Федеральным законом от 23.11.2009 г. № 261-ФЗ «Об энергосбережении и о повышении энергетической эффективности и о внесении изменений в отдельные законодательные акты Российской Федерации», Постановлением Правительства РФ от 31 декабря 2009 г. N 1225 ""О требованиях к региональным и муниципальным программам в области энергосбережения и повышения энергетической эффективности"", приказом Министерства энергетики РФ от 30.06.2014 г. №398 администрация Горняцкого сельского поселения постановляет:",0
95279,"В районе создана и действует добровольная пожарно-спасательная команда, которая состоит из 5 человек. В ее состав входит 6 единиц техники: 2 автомобиля «ГАЗель» для перевозки пожарных частей; автомобиль УМЗ - тягач на шасси КамАЗа с прицепным трактором МТЗАП (в/с); 1 единица пожарной автолестницы КСЛ – 4 штуки каждая в количестве 3 штук каждый день пожарные выезжают к местам возникновения пожаров по маршруту следования колонны автомобилей ГРЭО или АУДИ 200002406",1
95280,"Открылся русский драматический театр.
В 1875 году в Санкт-Петербурге открылся Русский академический музыкальный, а затем Мариинский театры (с 1917 года — Государственный Большой Театр). В этом же сезоне впервые были поставлены пьесы Акимова и Островского на петербургской сцене «На всякого мудреца довольно простоты» Мольера («Мещанин во дворянстве»), трагедия Гоголя ""Тараруй"" (""Коварство"") по повести Нила Геймана, пьеса Чехова - комедия """"(1896). С этого сезона начинается история русского театра как самостоятельного театрального искусства; с конца XIX века он стал называться не только музык",1
95281,"Краснодар находится на южной границе России. 
 В связи с тем, что в настоящее время нет ни одного сообщения о том или ином происшествии из-за сильного тумана и дождя, мы рекомендуем Вам обратиться за помощью к нашим специалистам: наши сотрудники оперативно предоставят необходимую информацию для решения Вашей проблемы! Мы работаем по всей территории РФ!!! * - обязательные поля!* Наши специалисты свяжутся c Вами после того как Вы получите ответ (получение Вашего вопроса). *** Для получения подробной информации просим заполнить все необходимые формы обратной заявки либо связаться со специалистом нашего сайта любым удобным способом +7 495 540 00 08 8 800 700 77 01 бесплатный звонок от жителей",1
95282,"Египетская футбольная ассоциация объявило, что сборная Египта будет базироваться в Грозном во время чемпионата мира 2018 года, сообщаетnТАССn.nКроме того, названы соперники египетской команды в ближайших товарищеских матчах в ходе подготовки к мировому первенству. Ими стали сборная Португалия, с которой египтяне сыграют 23 марта, и Болгарии. Против них сборная Египта сыграет 27 марта. Обе игры состоятся в швейцарском Цюрихе.nПо итогам финальной жеребьевки египетская команда сыграет на чемпионате мира в группе А со сборными России, Саудовской Аравии и Уругвая. Матчи мундиаля пройдут с 14 июня по 15 июля в 11 городах России.nРанееnсообщалось, что команда Саудовской Аравии планирует базироваться в Грозном во время ЧМ-2018.",0
95283,На данный момент Министерство здравоохранения не опубликовало новый список «красных» стран.,0
95284,После этого боевики начали масштабное наступление и захватили власть в стране в течение одного месяца.,0
95285,"Московская жизнь Вежливый вор Вчера в доме Александрова на Даниловской улице по взломе замков, произведен разгром квартиры фабричных рабочих Ивана Федотова и Николая Кузнецова.",0
95286,"И далее читаю у него: ""...внизу последней колонны, которая в тени, когда-нибудь русский путешественник разберет мое птичье имя, если не сядет на него англичанин..."" Имя Гоголя я тоже, к сожалению, не нашла, но русских отметин тут много.",0
95287,"Внедрение Всероссийского физкультурно-спортивного комплекса на территории городского округа Иваново осуществляется в соответствии с Федеральным законом от 04.12.2007 № 329-ФЗ «О физической культуре и спорте в Российской Федерации», Указом Президента Российской Федерации от 24.03.2014 № 172 «О Всероссийском физкультурно-спортивном комплексе «Готов к труду и обороне» (ГТО)», распоряжением Администрации города Иванова от 20.07.2015 № 297-р ""О реализации мероприятий по поэтапному внедрению Всероссийского физкультурно-спортивного комплекса «Готов к труду и обороне» (ГТО)».",0
95288,"В американской индустрии развлечений стандартизированы все игровые автоматы, которые можно найти в сети интернет. В России же они появились только после выхода игры под названием ""Клубничная ферма"". 
 Как и другие подобные проекты для детей на сайте kino-gidetamagazine, игровой автомат представляет собой набор из шести игровых линий: первая игра – это минигольф; вторая — карточная рулетка с удвоенным выигрышем (суммы не ограничены); третья– кубики разного размера по 10 000 рублей каждый... далее →> Далее > Играйте вместе со мной! подробнее >> Игровые аппараты онлайн бесплатно>> [caption=",1
95289,"Зима: наступает.

Снегоуборочная техника: введен режим пониженной готовности.",0
95290,"На очередную высылку из СССР.
Статья о том, что в США и Англии были созданы ""фабрики смерти"", которые работали на уничтожение людей по всему миру...",1
95291,"После войны демобилизован. В 1971 году окончил Бехтерский сельскохозяйственный техникум. Работал бригадиром полеводческой бригады, заместителем председателя колхоза, директором комбикормового завода колхоза «Россия» Голопристанского района Херсонской области. Жил в городе Голая Пристань. Умер 12 апреля 1998 года. Похоронен в селе Бехтеры Голопристанского района.",0
95292,"обеспечение мест массового отдыха детей и подростков в муниципальных образованиях Нижегородской области. В рамках реализации мероприятий, предусмотренных постановлением Правительства Российской Федерации от 30 июня 2013 года No 620 ""О внесении изменений во статьи 11 Федерального закона"" (далее - постановление) утверждены правила организации предоставления земельных участков гражданам для индивидуального жилищного строительства по договорам социального найма граждан на земельные участки под индивидуальное жилищное строительство"", а также порядок оформления документов о постановке земельного участка многодетным семьям с учетом особенностей их семейного положения: 1). заявление заявителя или его уполномоченного представителя; 2);",1
95293,"– Какой пост сделать для рекламы, идей вообще нет
– Купи дождевичок на осень
Один четыре восемь восемь 

Спасибо , лучший генератор идей.",0
95294,Дополнительным фактором сокращения производства стало снижение конкурентоспособности отечественных товаров вследствие повышения реального курса рубля и опрометчивого решения правительства о снижении импортных пошлин.,0
95295,"С холодным презрением играл он на флейте,
	И я с грустью смотрел в окно. Он не любил меня — и мне казалось это ужасно… Я был счастлив оттого только что увидел его: у нас были общие дела; все шло отлично! И вот мы",1
95296,"Каково было впечатление от увиденного?
Настроение у меня не очень. Но я рада, что мне удалось попасть на это мероприятие)",1
95297,"Азазелло — это не просто человек, а символ эпохи. В его честь был назван город на севере Италии и одноименный монастырь в окрестностях Флоренции
Валерия Азешеле (1905–1982) родилась 15 июля 1905 года урождённая графиня Пьеро Кастильоне-ивангоро из рода Барбареллино ди Бьянконио; её отец происходил родом с Сицилии или же принадлежал к старинной фамилии Карлевицци: мать умерла при странных обстоятельствах во время эпидемии оспы 1792 г., которая унесла жизнь многих людей по всему миру от мала до велика",1
95298,"Управление экономики, анализа и прогнозирования. Управление качеством жизни 

 В настоящее время в России существует множество компаний занимающихся производством мебели для дома.В основном это предприятия имеющие собственное производство по производству кухонной техники, но также можно встретить мебельные компании которые занимаются изготовлением корпусных кухонь под заказ с учетом индивидуальных требований к помещению кухни или другого помещения которое планируется использовать на кухне (гостиной) либо же отдельно стоящие столы со встроенным холодильником/морозильниками..При изготовлении столешницы из искусственного камня используется гранитный камень который обладает высокими эксплуатационными",1
